C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_20_279.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_20_279.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_20_279.jpg, 0, 0, 0, 8.181372E-05
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_20_380.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_20_380.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_20_380.jpg, 0, 0, 0, 8.171087E-05
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_20_480.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_20_480.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_20_480.jpg, 0, 0, 0, 8.171212E-05
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_20_581.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_20_581.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_20_581.jpg, 0, 0, 0, 8.189694E-05
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_20_681.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_20_681.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_20_681.jpg, 0, 0, 0, 8.204636E-05
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_20_781.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_20_781.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_20_781.jpg, 0, 0, 0, 8.209194E-05
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_20_883.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_20_883.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_20_883.jpg, 0, 0.2915217, 0, 0.2037769
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_20_985.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_20_985.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_20_985.jpg, 0, 0.5904054, 0, 0.7318581
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_21_087.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_21_087.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_21_087.jpg, 0, 0.8896695, 0, 1.699187
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_21_188.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_21_188.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_21_188.jpg, 0, 1, 0, 2.855131
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_21_290.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_21_290.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_21_290.jpg, 0, 1, 0, 4.034311
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_21_391.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_21_391.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_21_391.jpg, 0, 1, 0, 5.199903
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_21_492.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_21_492.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_21_492.jpg, 0, 1, 0, 6.354017
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_21_593.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_21_593.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_21_593.jpg, 0, 1, 0, 7.496938
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_21_694.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_21_694.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_21_694.jpg, 0, 1, 0, 8.628774
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_21_794.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_21_794.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_21_794.jpg, 0, 1, 0, 9.749572
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_21_896.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_21_896.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_21_896.jpg, 0, 1, 0, 10.85935
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_21_996.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_21_996.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_21_996.jpg, 0, 1, 0, 12.08795
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_22_098.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_22_098.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_22_098.jpg, 0, 1, 0, 13.07333
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_22_199.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_22_199.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_22_199.jpg, 0, 1, 0, 14.1961
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_22_300.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_22_300.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_22_300.jpg, 0, 1, 0, 15.51084
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_22_402.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_22_402.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_22_402.jpg, 0, 1, 0, 16.32795
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_22_502.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_22_502.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_22_502.jpg, 0, 1, 0, 17.59942
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_22_604.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_22_604.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_22_604.jpg, 0, 1, 0, 18.45097
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_22_705.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_22_705.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_22_705.jpg, 0, 1, 0, 19.6243
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_22_807.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_22_807.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_22_807.jpg, 0, 1, 0, 20.52752
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_22_908.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_22_908.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_22_908.jpg, 0, 1, 0, 21.60747
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_23_008.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_23_008.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_23_008.jpg, 0, 1, 0, 22.55571
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_23_108.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_23_108.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_23_108.jpg, 0, 1, 0, 23.55697
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_23_209.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_23_209.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_23_209.jpg, 0, 0.7303436, 0, 24.37626
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_23_310.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_23_310.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_23_310.jpg, -0.0186561, 0.4282055, 0, 24.83195
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_23_410.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_23_410.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_23_410.jpg, -0.3192137, 0.1276478, 0, 24.86111
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_23_512.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_23_512.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_23_512.jpg, -0.2269923, 0, 0, 24.55518
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_23_612.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_23_612.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_23_612.jpg, 0, 0, 0, 24.30319
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_23_714.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_23_714.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_23_714.jpg, 0, 0.0070557, 0, 24.0551
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_23_814.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_23_814.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_23_814.jpg, 0, 0.3034806, 0, 23.99906
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_23_916.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_23_916.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_23_916.jpg, 0, 0.6076697, 0, 24.31959
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_24_016.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_24_016.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_24_016.jpg, 0, 0.9085434, 0, 24.99704
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_24_118.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_24_118.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_24_118.jpg, 0, 1, 0, 25.94443
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_24_219.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_24_219.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_24_219.jpg, 0, 1, 0, 27.08066
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_24_320.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_24_320.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_24_320.jpg, 0, 1, 0, 28.01665
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_24_420.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_24_420.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_24_420.jpg, 0, 0.6968672, 0, 28.77827
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_24_522.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_24_522.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_24_522.jpg, 0, 0.3992609, 0, 29.16708
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_24_623.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_24_623.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_24_623.jpg, 0, 0.1004573, 0, 29.187
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_24_726.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_24_726.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_24_726.jpg, 0, 0, 0, 28.915
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_24_828.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_24_828.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_24_828.jpg, 0, 0.07633051, 0, 28.63166
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_24_930.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_24_930.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_24_930.jpg, 0, 0.3814333, 0, 28.61364
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_25_031.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_25_031.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_25_031.jpg, 0, 0.6806867, 0, 28.96247
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_25_132.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_25_132.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_25_132.jpg, -0.2514636, 0.9774117, 0, 29.63375
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_25_233.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_25_233.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_25_233.jpg, 0, 1, 0, 30.18886
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_25_334.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_25_334.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_25_334.jpg, 0, 1, 0, 30.19016
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_25_435.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_25_435.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_25_435.jpg, 0, 1, 0, 30.19027
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_25_537.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_25_537.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_25_537.jpg, 0, 1, 0, 30.19031
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_25_638.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_25_638.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_25_638.jpg, 0, 1, 0, 30.19031
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_25_738.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_25_738.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_25_738.jpg, 0, 1, 0, 30.19032
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_25_838.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_25_838.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_25_838.jpg, 0, 1, 0, 30.19031
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_25_940.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_25_940.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_25_940.jpg, 0, 1, 0, 30.19029
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_26_041.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_26_041.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_26_041.jpg, 0, 1, 0, 30.19028
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_26_142.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_26_142.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_26_142.jpg, 0, 1, 0, 30.1903
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_26_244.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_26_244.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_26_244.jpg, -0.0257544, 1, 0, 30.19014
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_26_345.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_26_345.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_26_345.jpg, -0.3297477, 1, 0, 30.1644
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_26_446.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_26_446.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_26_446.jpg, -0.03070323, 1, 0, 30.19021
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_26_547.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_26_547.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_26_547.jpg, 0, 1, 0, 30.18993
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_26_648.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_26_648.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_26_648.jpg, 0, 1, 0, 30.19024
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_26_749.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_26_749.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_26_749.jpg, 0, 1, 0, 30.19031
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_26_851.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_26_851.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_26_851.jpg, 0, 1, 0, 30.19029
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_26_953.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_26_953.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_26_953.jpg, 0, 1, 0, 30.19031
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_27_053.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_27_053.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_27_053.jpg, 0, 1, 0, 30.19032
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_27_155.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_27_155.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_27_155.jpg, 0, 1, 0, 30.19032
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_27_256.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_27_256.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_27_256.jpg, 0, 1, 0, 30.19029
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_27_357.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_27_357.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_27_357.jpg, 0.1243725, 1, 0, 30.1862
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_27_459.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_27_459.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_27_459.jpg, 0.02365832, 1, 0, 30.1904
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_27_560.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_27_560.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_27_560.jpg, 0, 1, 0, 30.19005
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_27_661.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_27_661.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_27_661.jpg, 0, 1, 0, 30.19025
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_27_762.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_27_762.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_27_762.jpg, 0, 1, 0, 30.19028
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_27_863.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_27_863.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_27_863.jpg, 0, 1, 0, 30.19029
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_27_962.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_27_962.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_27_962.jpg, 0, 1, 0, 30.19028
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_28_065.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_28_065.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_28_065.jpg, 0, 1, 0, 30.1903
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_28_167.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_28_167.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_28_167.jpg, 0, 1, 0, 30.19028
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_28_269.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_28_269.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_28_269.jpg, -0.1289691, 1, 0, 30.18644
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_28_369.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_28_369.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_28_369.jpg, 0, 1, 0, 30.1901
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_28_471.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_28_471.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_28_471.jpg, 0, 1, 0, 30.19023
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_28_571.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_28_571.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_28_571.jpg, 0, 1, 0, 30.1903
C:\Users\Chris\Projects\self_driving\IMG\center_2020_12_07_20_57_28_672.jpg, C:\Users\Chris\Projects\self_driving\IMG\left_2020_12_07_20_57_28_672.jpg, C:\Users\Chris\Projects\self_driving\IMG\right_2020_12_07_20_57_28_672.jpg, 0, 1, 0, 30.19028
